income_code,age_range,gender,ethnicity,education,population
L,65_74,male,black,< Than HS Diploma,1065
F,25_34,female,islander,HS Diploma,1278
G,18_24,female,white,< Than HS Diploma,23159
C,65_74,male,black,HS Diploma,69029
B,45_54,female,black,Bachelor Degree,27997
A,35_44,male,white,< Than HS Diploma,94455
D,25_34,female,islander,Bachelor Degree,345
F,25_34,female,asian,HS Diploma,34855
J,85_120,male,asian,Bachelor Degree,1384
E,55_64,female,white,Some College,644853
J,55_64,female,white,HS Diploma,100608
D,18_24,female,white,Some College,384925
A,85_120,female,asian,HS Diploma,5612
H,65_74,female,hispanic,Bachelor Degree,3568
J,75_84,male,asian,Some College,1230
H,65_74,female,islander,< Than HS Diploma,9
H,45_54,female,white,Bachelor Degree,341471
L,85_120,female,black,HS Diploma,1278
D,25_34,male,black,Graduate Degree,51876
B,85_120,male,white,Bachelor Degree,41039
H,35_44,female,black,Some College,58285
C,18_24,male,asian,< Than HS Diploma,961
A,18_24,male,islander,HS Diploma,99
C,55_64,female,islander,Some College,200
J,18_24,female,white,Bachelor Degree,32146
L,18_24,female,hispanic,Bachelor Degree,1327
I,25_34,female,asian,HS Diploma,11117
L,75_84,male,asian,HS Diploma,1399
J,45_54,female,islander,< Than HS Diploma,11
I,85_120,female,islander,< Than HS Diploma,4
H,55_64,male,white,Some College,283364
D,25_34,female,hispanic,Graduate Degree,54336
A,85_120,male,black,< Than HS Diploma,39054
D,25_34,male,hispanic,Bachelor Degree,21342
A,25_34,female,asian,Bachelor Degree,30523
H,85_120,female,black,HS Diploma,2638
L,45_54,female,black,HS Diploma,6864
A,75_84,female,white,< Than HS Diploma,246442
F,25_34,male,black,Graduate Degree,65135
G,55_64,male,asian,Graduate Degree,16467
E,65_74,female,islander,Bachelor Degree,183
L,85_120,female,black,Some College,928
K,45_54,female,islander,HS Diploma,46
D,75_84,male,islander,Some College,128
L,45_54,male,white,< Than HS Diploma,12850
C,35_44,male,black,< Than HS Diploma,22667
C,25_34,female,white,Bachelor Degree,152742
D,18_24,male,asian,Some College,15233
E,55_64,female,black,HS Diploma,198057
E,65_74,female,hispanic,Graduate Degree,13858
F,65_74,male,asian,Graduate Degree,18392
A,55_64,male,black,Some College,53944
I,18_24,female,asian,< Than HS Diploma,268
H,55_64,female,islander,< Than HS Diploma,20
I,65_74,female,islander,< Than HS Diploma,24
B,65_74,female,black,< Than HS Diploma,67252
E,75_84,female,hispanic,Graduate Degree,5808
F,65_74,male,white,< Than HS Diploma,84808
C,25_34,male,hispanic,< Than HS Diploma,405583
B,55_64,female,asian,Graduate Degree,3590
A,65_74,male,white,HS Diploma,258808
A,35_44,male,white,Bachelor Degree,101625
K,55_64,female,asian,Bachelor Degree,14870
J,85_120,male,asian,Graduate Degree,1272
H,18_24,male,white,Bachelor Degree,42077
F,35_44,female,white,< Than HS Diploma,77673
H,18_24,female,asian,Some College,13339
G,75_84,male,hispanic,Graduate Degree,3826
B,75_84,female,islander,Bachelor Degree,46
I,25_34,male,islander,Bachelor Degree,97
E,18_24,female,black,< Than HS Diploma,20198
A,18_24,male,asian,Graduate Degree,5256
U,55_64,male,white,< Than HS Diploma,2
I,65_74,male,islander,Some College,35
K,55_64,male,black,Some College,6151
C,85_120,male,asian,Graduate Degree,3274
A,75_84,male,islander,HS Diploma,86
A,45_54,male,black,Some College,71423
H,45_54,male,white,< Than HS Diploma,54914
J,75_84,female,white,< Than HS Diploma,10793
D,75_84,female,black,< Than HS Diploma,36832
E,75_84,male,white,< Than HS Diploma,179122
H,18_24,male,hispanic,Graduate Degree,2968
G,25_34,female,hispanic,HS Diploma,130625
D,25_34,male,asian,HS Diploma,29388
G,35_44,male,asian,Bachelor Degree,76320
K,75_84,male,black,Bachelor Degree,1157
G,25_34,female,black,Bachelor Degree,55326
F,75_84,female,islander,HS Diploma,158
L,75_84,male,hispanic,HS Diploma,1923
H,75_84,male,asian,Bachelor Degree,5251
L,55_64,male,islander,Graduate Degree,53
D,45_54,male,asian,Some College,17824
I,85_120,female,hispanic,HS Diploma,924
G,18_24,female,black,Graduate Degree,7632
I,85_120,male,asian,< Than HS Diploma,315
J,75_84,male,hispanic,Bachelor Degree,433
I,45_54,male,hispanic,Some College,13827
H,75_84,male,black,< Than HS Diploma,3007
D,18_24,male,islander,< Than HS Diploma,33
J,45_54,male,black,Some College,14238
G,35_44,male,black,Bachelor Degree,47905
G,35_44,female,white,Bachelor Degree,500042
L,35_44,female,white,Bachelor Degree,270772
B,85_120,female,hispanic,HS Diploma,11405
I,18_24,female,islander,Bachelor Degree,31
G,35_44,female,islander,Bachelor Degree,447
A,45_54,female,black,Some College,116739
G,25_34,female,hispanic,Graduate Degree,55097
D,75_84,male,asian,Bachelor Degree,10430
L,55_64,female,hispanic,< Than HS Diploma,9876
F,65_74,male,asian,< Than HS Diploma,3025
B,35_44,female,hispanic,HS Diploma,71115
H,75_84,female,white,HS Diploma,59189
A,18_24,male,black,< Than HS Diploma,62742
J,55_64,female,hispanic,Some College,8752
I,45_54,female,asian,Some College,9640
C,35_44,male,black,Graduate Degree,10888
G,35_44,male,black,HS Diploma,15079
F,18_24,female,asian,Graduate Degree,2631
U,25_34,male,hispanic,Some College,11
F,25_34,male,white,Some College,1174573
C,25_34,male,black,< Than HS Diploma,47379
D,18_24,male,black,< Than HS Diploma,23417
B,25_34,male,black,< Than HS Diploma,47456
H,75_84,male,islander,Graduate Degree,31
K,25_34,male,white,Bachelor Degree,230606
L,18_24,male,black,< Than HS Diploma,1137
I,18_24,male,islander,Some College,198
B,18_24,male,white,Some College,191950
C,85_120,female,white,< Than HS Diploma,148289
B,45_54,male,white,Some College,129219
K,35_44,male,black,< Than HS Diploma,678
B,18_24,female,islander,HS Diploma,200
J,65_74,female,asian,< Than HS Diploma,295
E,45_54,female,islander,Bachelor Degree,207
A,65_74,male,black,< Than HS Diploma,61387
E,25_34,female,asian,Some College,54828
C,65_74,male,hispanic,< Than HS Diploma,83010
D,18_24,female,asian,Some College,14837
K,55_64,female,hispanic,< Than HS Diploma,5100
U,55_64,male,white,Bachelor Degree,4
E,75_84,male,hispanic,Some College,6635
K,18_24,female,white,< Than HS Diploma,3940
H,45_54,female,hispanic,< Than HS Diploma,34956
I,55_64,male,asian,Graduate Degree,5806
G,18_24,female,asian,Bachelor Degree,9955
E,55_64,male,islander,Some College,605
B,85_120,female,islander,< Than HS Diploma,77
C,25_34,male,white,Some College,365427
L,35_44,male,asian,Some College,14749
L,85_120,female,asian,Graduate Degree,860
L,75_84,female,asian,Some College,2286
C,45_54,male,islander,< Than HS Diploma,31
F,35_44,female,asian,Bachelor Degree,64469
D,75_84,male,hispanic,Some College,8928
I,55_64,female,hispanic,Bachelor Degree,3722
A,35_44,female,asian,< Than HS Diploma,4019
E,55_64,female,islander,HS Diploma,717
B,75_84,female,asian,< Than HS Diploma,7876
F,85_120,male,asian,Bachelor Degree,3527
K,45_54,female,hispanic,Graduate Degree,8606
B,65_74,male,asian,< Than HS Diploma,2457
J,85_120,male,islander,Graduate Degree,7
A,45_54,male,hispanic,< Than HS Diploma,105532
A,18_24,female,white,Graduate Degree,36210
I,65_74,male,black,Graduate Degree,4341
I,18_24,female,hispanic,Graduate Degree,2270
J,35_44,female,islander,HS Diploma,79
E,45_54,female,white,Some College,673891
L,55_64,female,asian,Graduate Degree,18810
J,18_24,female,white,Some College,129571
G,35_44,female,asian,Graduate Degree,14773
J,45_54,female,islander,Some College,227
C,18_24,female,hispanic,Graduate Degree,3417
J,55_64,female,asian,HS Diploma,4481
C,35_44,male,asian,Bachelor Degree,12302
E,55_64,female,white,Bachelor Degree,432181
I,65_74,female,black,< Than HS Diploma,2028
A,18_24,male,islander,Some College,350
D,35_44,male,white,Bachelor Degree,202541
C,25_34,female,black,Some College,151298
A,35_44,male,black,HS Diploma,69071
E,85_120,male,white,Bachelor Degree,88202
D,45_54,male,asian,< Than HS Diploma,3760
A,55_64,female,asian,Some College,6972
L,35_44,male,white,HS Diploma,29894
B,18_24,male,hispanic,< Than HS Diploma,51029
D,45_54,female,asian,HS Diploma,17466
A,65_74,female,asian,HS Diploma,9889
E,65_74,female,white,Bachelor Degree,503859
C,35_44,male,white,Some College,171807
G,65_74,female,black,Some College,11898
K,25_34,male,white,Some College,137889
I,35_44,male,white,Some College,155973
I,75_84,female,asian,Bachelor Degree,5518
I,85_120,male,hispanic,Some College,425
A,25_34,male,hispanic,< Than HS Diploma,418873
E,75_84,female,asian,HS Diploma,10243
K,35_44,female,black,Graduate Degree,5276
I,35_44,female,islander,Bachelor Degree,218
L,35_44,female,islander,< Than HS Diploma,4
B,85_120,female,white,Some College,149558
K,45_54,female,hispanic,< Than HS Diploma,4939
F,65_74,female,hispanic,Bachelor Degree,13037
I,18_24,female,asian,Some College,6915
H,45_54,male,islander,Bachelor Degree,169
L,18_24,male,islander,Graduate Degree,26
G,25_34,male,white,Graduate Degree,474639
J,55_64,male,asian,Bachelor Degree,19857
D,55_64,female,islander,Bachelor Degree,106
A,75_84,male,asian,Bachelor Degree,2746
A,45_54,female,hispanic,Some College,20425
I,45_54,female,hispanic,< Than HS Diploma,10723
H,75_84,female,hispanic,HS Diploma,3714
B,35_44,female,asian,HS Diploma,13457
B,65_74,female,asian,Some College,3366
H,65_74,female,asian,Bachelor Degree,11231
E,35_44,female,asian,Bachelor Degree,56923
H,25_34,male,black,Graduate Degree,19888
F,18_24,female,black,Graduate Degree,8331
F,45_54,male,islander,Some College,706
F,65_74,female,black,Graduate Degree,13796
A,85_120,male,hispanic,Bachelor Degree,906
G,65_74,male,asian,Graduate Degree,15668
I,75_84,female,white,< Than HS Diploma,14524
B,75_84,male,asian,Graduate Degree,4088
K,65_74,female,hispanic,HS Diploma,3018
A,85_120,female,hispanic,Graduate Degree,1351
A,55_64,male,islander,Some College,112
G,85_120,male,islander,< Than HS Diploma,2
B,45_54,male,islander,Bachelor Degree,24
D,45_54,male,white,Bachelor Degree,107241
C,85_120,female,black,< Than HS Diploma,34234
E,25_34,male,islander,Some College,2336
K,35_44,male,islander,Bachelor Degree,114
K,65_74,male,islander,Bachelor Degree,13
K,65_74,male,islander,Some College,18
K,18_24,female,hispanic,HS Diploma,4479
D,25_34,female,white,Graduate Degree,262656
A,18_24,female,white,HS Diploma,187455
G,25_34,female,islander,HS Diploma,821
C,55_64,male,asian,< Than HS Diploma,1784
E,55_64,female,hispanic,HS Diploma,154711
G,25_34,male,hispanic,HS Diploma,119110
B,65_74,male,white,< Than HS Diploma,72565
E,25_34,male,black,Graduate Degree,91927
G,85_120,female,white,Some College,48576
B,25_34,female,islander,Some College,961
F,75_84,male,hispanic,Some College,4081
J,85_120,female,black,< Than HS Diploma,1087
K,45_54,male,black,< Than HS Diploma,1538
L,18_24,female,white,HS Diploma,39457
C,65_74,male,white,Some College,118076
B,65_74,male,hispanic,HS Diploma,13548
J,85_120,female,white,Some College,18513
B,55_64,male,asian,Graduate Degree,2886
K,18_24,male,black,HS Diploma,1800
I,85_120,male,asian,HS Diploma,664
K,85_120,male,asian,Some College,286
F,35_44,male,white,Some College,759900
B,45_54,male,asian,< Than HS Diploma,2094
G,85_120,male,hispanic,Graduate Degree,1263
J,55_64,male,white,Bachelor Degree,169708
F,75_84,male,white,HS Diploma,180974
F,55_64,male,black,< Than HS Diploma,25573
J,18_24,female,white,< Than HS Diploma,6598
E,18_24,male,islander,< Than HS Diploma,59
J,85_120,female,islander,Some College,18
J,35_44,male,white,HS Diploma,23186
B,35_44,female,black,Graduate Degree,30386
C,25_34,female,islander,Some College,827
G,55_64,male,white,HS Diploma,342388
E,75_84,female,white,Graduate Degree,109732
C,75_84,female,white,Some College,269353
G,25_34,female,white,Some College,683199
D,65_74,female,hispanic,Graduate Degree,9372
E,25_34,female,white,HS Diploma,968238
J,45_54,male,hispanic,Bachelor Degree,8540
G,45_54,male,asian,HS Diploma,11726
A,85_120,male,hispanic,HS Diploma,3498
B,85_120,male,black,Some College,7069
F,55_64,female,islander,Bachelor Degree,216
A,65_74,male,black,Bachelor Degree,7988
A,45_54,male,white,Bachelor Degree,51623
K,85_120,female,black,< Than HS Diploma,304
F,65_74,male,islander,Bachelor Degree,84
H,85_120,male,islander,Graduate Degree,4
B,25_34,female,black,< Than HS Diploma,104971
D,18_24,male,white,< Than HS Diploma,52228
C,18_24,male,black,Some College,78274
L,65_74,female,islander,Graduate Degree,26
I,55_64,female,islander,Graduate Degree,26
C,65_74,female,black,Some College,37121
C,85_120,female,white,Graduate Degree,67734
A,65_74,female,white,< Than HS Diploma,132125
H,85_120,female,white,HS Diploma,29509
A,85_120,female,asian,< Than HS Diploma,6048
E,25_34,male,asian,Graduate Degree,68889
I,65_74,male,black,HS Diploma,4776
L,18_24,male,asian,HS Diploma,2259
K,35_44,male,islander,Graduate Degree,31
J,75_84,male,islander,HS Diploma,24
H,75_84,male,white,HS Diploma,39349
E,65_74,male,black,Bachelor Degree,33477
F,25_34,male,hispanic,< Than HS Diploma,378079
A,55_64,male,hispanic,Bachelor Degree,3390
B,65_74,male,white,Graduate Degree,43892
I,25_34,female,hispanic,Some College,30371
J,75_84,female,asian,Graduate Degree,1507
A,55_64,female,islander,< Than HS Diploma,123
J,85_120,female,asian,HS Diploma,706
L,85_120,female,hispanic,Some College,741
H,18_24,female,hispanic,Some College,41479
K,45_54,male,hispanic,HS Diploma,15616
A,45_54,male,black,Bachelor Degree,19611
I,25_34,female,white,HS Diploma,126568
H,35_44,male,black,Bachelor Degree,37316
J,35_44,female,hispanic,< Than HS Diploma,11887
K,55_64,female,black,Bachelor Degree,7951
K,75_84,male,islander,Graduate Degree,13
B,65_74,male,islander,Graduate Degree,22
B,85_120,female,islander,Graduate Degree,18
U,55_64,female,black,< Than HS Diploma,2
E,75_84,female,white,HS Diploma,421597
D,45_54,female,white,Bachelor Degree,136913
J,85_120,male,white,< Than HS Diploma,5073
D,35_44,female,black,Graduate Degree,22854
D,75_84,male,islander,Bachelor Degree,46
L,55_64,female,hispanic,Bachelor Degree,7513
A,45_54,male,asian,Some College,8767
L,85_120,female,asian,HS Diploma,627
U,25_34,male,black,< Than HS Diploma,2
B,25_34,male,white,< Than HS Diploma,124445
H,45_54,male,asian,HS Diploma,13618
J,18_24,male,black,Graduate Degree,1707
K,18_24,male,hispanic,Graduate Degree,1500
C,18_24,male,hispanic,Bachelor Degree,2614
A,35_44,male,black,Bachelor Degree,30270
L,75_84,female,hispanic,Graduate Degree,1632
J,55_64,male,hispanic,Graduate Degree,11031
B,85_120,female,asian,Graduate Degree,1764
D,45_54,female,islander,< Than HS Diploma,18
B,18_24,male,white,Graduate Degree,17120
A,45_54,female,asian,Graduate Degree,5372
I,35_44,female,black,Some College,14865
B,55_64,female,islander,HS Diploma,418
F,18_24,female,islander,HS Diploma,189
E,65_74,female,islander,Graduate Degree,68
J,75_84,female,islander,Some College,33
G,35_44,male,asian,Graduate Degree,27504
C,65_74,female,black,< Than HS Diploma,49716
L,75_84,female,black,Bachelor Degree,3142
L,35_44,male,black,< Than HS Diploma,966
J,75_84,male,hispanic,Some College,706
H,25_34,female,asian,Some College,23296
J,35_44,female,asian,HS Diploma,3874
E,55_64,male,white,< Than HS Diploma,191277
I,55_64,female,white,Bachelor Degree,85985
F,85_120,female,black,Bachelor Degree,3722
B,45_54,male,asian,Graduate Degree,3557
A,65_74,male,islander,HS Diploma,114
D,18_24,male,islander,Bachelor Degree,33
F,18_24,female,white,Some College,525043
C,75_84,female,white,Graduate Degree,106601
D,55_64,male,asian,Some College,10171
C,65_74,male,islander,Some College,31
G,55_64,female,black,Some College,34208
H,55_64,male,islander,HS Diploma,176
G,25_34,male,islander,Graduate Degree,389
U,35_44,female,black,Bachelor Degree,2
E,55_64,female,white,Graduate Degree,222015
A,85_120,male,white,HS Diploma,138679
B,75_84,male,black,< Than HS Diploma,63052
K,55_64,female,asian,HS Diploma,1956
H,55_64,female,hispanic,Bachelor Degree,11398
K,75_84,male,black,< Than HS Diploma,475
A,35_44,female,asian,Bachelor Degree,18946
E,85_120,female,black,Graduate Degree,4116
I,45_54,male,white,< Than HS Diploma,11653
I,18_24,male,white,< Than HS Diploma,6503
C,18_24,male,hispanic,HS Diploma,17541
K,35_44,female,white,Some College,112321
D,25_34,female,hispanic,< Than HS Diploma,442264
G,85_120,female,asian,< Than HS Diploma,416
C,75_84,female,white,HS Diploma,749868
L,45_54,female,asian,Graduate Degree,33200
E,45_54,female,black,Graduate Degree,30923
H,35_44,female,islander,Graduate Degree,95
G,45_54,male,islander,Graduate Degree,68
A,75_84,female,islander,Bachelor Degree,37
A,75_84,male,black,< Than HS Diploma,81897
A,55_64,female,white,Some College,260817
F,75_84,female,black,Bachelor Degree,9788
I,45_54,female,asian,HS Diploma,4136
J,35_44,female,white,Some College,114565
B,65_74,male,asian,Bachelor Degree,2497
F,45_54,female,islander,Graduate Degree,117
H,55_64,female,hispanic,Graduate Degree,12703
H,55_64,female,asian,Bachelor Degree,25291
G,55_64,male,hispanic,< Than HS Diploma,55561
I,75_84,female,white,Some College,49025
D,18_24,female,black,< Than HS Diploma,23705
H,45_54,female,islander,Bachelor Degree,196
H,45_54,female,islander,Some College,554
A,25_34,male,islander,HS Diploma,436
U,55_64,female,white,HS Diploma,4
K,85_120,male,hispanic,< Than HS Diploma,823
A,18_24,female,hispanic,Some College,77909
B,75_84,female,hispanic,Graduate Degree,3430
C,45_54,male,hispanic,Graduate Degree,3397
D,45_54,male,asian,HS Diploma,15952
D,35_44,male,white,Some College,378378
L,25_34,female,black,HS Diploma,11317
H,35_44,female,hispanic,Bachelor Degree,31328
G,85_120,male,hispanic,HS Diploma,1459
J,18_24,female,islander,Graduate Degree,13
B,75_84,male,islander,Bachelor Degree,13
E,85_120,female,white,Graduate Degree,48492
A,35_44,male,white,HS Diploma,157489
A,85_120,male,white,Graduate Degree,45162
H,65_74,male,asian,Some College,3313
A,18_24,male,islander,Bachelor Degree,22
A,85_120,female,white,Some College,92873
H,45_54,male,hispanic,Some College,51720
E,75_84,male,asian,Graduate Degree,12296
C,65_74,male,hispanic,Some College,6193
K,45_54,male,islander,Bachelor Degree,136
K,35_44,female,asian,< Than HS Diploma,306
G,65_74,male,islander,Bachelor Degree,114
L,65_74,male,islander,Some College,42
U,25_34,female,white,Bachelor Degree,2
D,55_64,male,asian,HS Diploma,15123
G,85_120,male,white,HS Diploma,36524
E,85_120,male,asian,HS Diploma,4013
D,45_54,male,asian,Graduate Degree,9192
L,65_74,male,asian,< Than HS Diploma,552
E,18_24,female,white,< Than HS Diploma,50098
E,55_64,male,hispanic,Some College,46185
H,25_34,male,black,HS Diploma,17915
J,75_84,male,black,< Than HS Diploma,1516
I,75_84,female,hispanic,Some College,1329
I,45_54,female,black,< Than HS Diploma,1630
K,65_74,male,islander,< Than HS Diploma,2
F,55_64,male,black,Some College,82183
D,85_120,female,black,< Than HS Diploma,18583
A,85_120,female,hispanic,Some College,2057
D,35_44,male,islander,Bachelor Degree,167
C,55_64,female,black,Graduate Degree,14456
F,18_24,female,white,Bachelor Degree,78373
J,25_34,female,asian,HS Diploma,7867
H,25_34,male,asian,HS Diploma,11715
A,65_74,male,asian,< Than HS Diploma,4310
J,18_24,male,asian,Graduate Degree,2072
L,45_54,female,islander,< Than HS Diploma,7
A,18_24,male,hispanic,Bachelor Degree,3203
G,85_120,male,asian,< Than HS Diploma,475
B,75_84,male,white,HS Diploma,357850
F,18_24,male,black,HS Diploma,23742
A,65_74,female,islander,Bachelor Degree,40
L,75_84,male,white,Some College,50719
I,55_64,male,white,HS Diploma,63125
I,45_54,female,white,Bachelor Degree,122340
C,45_54,male,asian,HS Diploma,9442
I,65_74,male,hispanic,Some College,2871
F,75_84,male,black,Graduate Degree,9060
A,45_54,female,asian,< Than HS Diploma,2550
K,35_44,male,asian,< Than HS Diploma,477
U,25_34,female,asian,Some College,4
A,85_120,female,black,< Than HS Diploma,80502
I,45_54,male,asian,Bachelor Degree,18517
J,55_64,female,black,< Than HS Diploma,2372
K,75_84,male,asian,< Than HS Diploma,220
B,65_74,male,islander,HS Diploma,92
J,25_34,male,white,Some College,149862
J,75_84,male,hispanic,HS Diploma,968
G,45_54,male,islander,Some College,339
D,65_74,male,white,Some College,301028
D,18_24,male,white,HS Diploma,104073
J,45_54,male,hispanic,Graduate Degree,10212
L,45_54,female,hispanic,< Than HS Diploma,8461
H,85_120,female,hispanic,< Than HS Diploma,3837
D,45_54,female,islander,Some College,442
L,25_34,female,islander,Bachelor Degree,255
K,25_34,female,white,Bachelor Degree,223417
F,35_44,male,black,HS Diploma,40016
K,45_54,female,asian,Some College,9167
B,45_54,male,black,HS Diploma,62621
A,85_120,male,hispanic,Some College,1254
C,85_120,male,asian,Some College,2121
L,18_24,female,islander,Bachelor Degree,33
I,45_54,male,white,Bachelor Degree,102738
C,55_64,male,hispanic,Graduate Degree,4006
I,85_120,female,white,Some College,22948
A,75_84,female,hispanic,Graduate Degree,2284
F,45_54,female,hispanic,< Than HS Diploma,58993
I,18_24,female,hispanic,< Than HS Diploma,10699
D,85_120,female,islander,< Than HS Diploma,57
G,45_54,male,hispanic,Bachelor Degree,8789
E,85_120,male,hispanic,HS Diploma,4528
G,35_44,male,black,Some College,44482
D,35_44,female,hispanic,< Than HS Diploma,118796
A,18_24,male,black,HS Diploma,51291
H,75_84,male,hispanic,HS Diploma,2187
J,85_120,female,hispanic,Some College,372
F,18_24,male,white,Some College,667456
H,18_24,male,white,Some College,339251
A,18_24,male,white,Some College,246017
I,25_34,female,black,Bachelor Degree,18148
A,55_64,female,black,HS Diploma,272142
F,25_34,female,hispanic,HS Diploma,211207
K,25_34,male,white,< Than HS Diploma,12687
G,18_24,male,islander,Graduate Degree,48
L,45_54,female,islander,HS Diploma,68
F,75_84,male,islander,< Than HS Diploma,29
D,75_84,male,black,< Than HS Diploma,45052
K,55_64,male,black,Graduate Degree,7315
B,55_64,female,asian,< Than HS Diploma,1940
C,45_54,male,islander,Graduate Degree,31
C,75_84,male,asian,HS Diploma,10034
L,18_24,male,asian,Graduate Degree,4246
C,55_64,male,islander,Some College,90
C,25_34,female,black,HS Diploma,190718
G,45_54,male,hispanic,Some College,25676
E,45_54,male,asian,Bachelor Degree,45243
A,25_34,male,black,< Than HS Diploma,101930
G,75_84,male,hispanic,Bachelor Degree,2009
B,25_34,male,asian,HS Diploma,14947
A,65_74,female,islander,HS Diploma,246
C,45_54,female,islander,< Than HS Diploma,40
G,45_54,female,hispanic,< Than HS Diploma,29324
G,85_120,male,white,Graduate Degree,39769
B,35_44,male,asian,Graduate Degree,5478
L,55_64,female,islander,Graduate Degree,42
E,45_54,male,black,HS Diploma,184408
B,75_84,male,asian,< Than HS Diploma,6690
B,35_44,male,islander,Some College,145
G,85_120,male,asian,HS Diploma,1122
H,75_84,female,islander,Bachelor Degree,31
D,25_34,female,asian,< Than HS Diploma,7139
C,45_54,male,hispanic,< Than HS Diploma,84946
H,35_44,female,asian,< Than HS Diploma,1324
K,45_54,female,islander,Bachelor Degree,92
H,65_74,female,islander,Graduate Degree,15
L,55_64,male,black,Bachelor Degree,10644
B,65_74,female,black,Some College,31610
A,45_54,female,hispanic,Bachelor Degree,8105
J,75_84,female,hispanic,Some College,867
D,25_34,female,islander,Some College,1503
K,45_54,female,islander,Graduate Degree,53
B,45_54,male,islander,Graduate Degree,22
B,55_64,male,black,HS Diploma,67901
H,25_34,male,white,HS Diploma,138932
A,55_64,female,hispanic,Bachelor Degree,8314
K,55_64,male,hispanic,HS Diploma,11667
A,35_44,male,hispanic,Graduate Degree,5799
G,25_34,female,islander,Some College,1324
L,75_84,female,white,Some College,54100
H,65_74,female,white,< Than HS Diploma,14786
H,85_120,male,hispanic,Graduate Degree,647
A,65_74,male,white,Bachelor Degree,45210
I,85_120,male,hispanic,HS Diploma,689
A,25_34,female,black,HS Diploma,322821
E,65_74,female,hispanic,Some College,17853
D,25_34,male,asian,Bachelor Degree,38828
A,45_54,male,black,< Than HS Diploma,95597
B,75_84,male,asian,Bachelor Degree,3038
B,25_34,female,islander,Graduate Degree,178
F,25_34,female,islander,< Than HS Diploma,158
I,35_44,female,white,HS Diploma,46559
K,18_24,female,hispanic,Some College,12899
K,35_44,male,hispanic,Graduate Degree,4745
L,65_74,female,black,Some College,3082
E,65_74,male,asian,< Than HS Diploma,6338
J,35_44,female,black,< Than HS Diploma,1839
G,65_74,female,white,Graduate Degree,120765
F,25_34,male,asian,Graduate Degree,67318
J,25_34,female,asian,Some College,13416
G,65_74,female,hispanic,Some College,8041
J,75_84,male,islander,Graduate Degree,9
C,18_24,female,white,Some College,274472
E,65_74,female,white,< Than HS Diploma,117423
L,45_54,female,asian,Bachelor Degree,37484
G,25_34,female,white,Bachelor Degree,522553
I,55_64,female,black,Graduate Degree,4635
L,75_84,female,asian,HS Diploma,1452
K,25_34,female,asian,Bachelor Degree,42310
G,65_74,male,asian,Some College,7049
U,25_34,male,hispanic,HS Diploma,2
E,25_34,male,black,< Than HS Diploma,81105
H,25_34,female,white,HS Diploma,177718
B,25_34,female,asian,HS Diploma,32265
E,55_64,male,islander,Graduate Degree,106
G,75_84,female,islander,HS Diploma,86
L,55_64,male,hispanic,HS Diploma,16212
G,18_24,female,black,Bachelor Degree,10683
D,55_64,female,asian,Bachelor Degree,13204
K,18_24,male,islander,Graduate Degree,11
D,35_44,female,white,HS Diploma,298610
K,45_54,male,white,Bachelor Degree,215974
D,75_84,female,white,Graduate Degree,145869
G,18_24,male,black,Some College,54406
I,55_64,female,islander,Bachelor Degree,55
A,85_120,female,black,Bachelor Degree,7047
I,18_24,male,asian,Bachelor Degree,4699
E,75_84,male,black,< Than HS Diploma,33000
G,25_34,male,white,HS Diploma,328363
B,35_44,male,white,Some College,131778
H,85_120,female,white,Some College,26928
C,55_64,female,asian,Graduate Degree,3606
F,18_24,female,asian,HS Diploma,5344
K,65_74,male,islander,HS Diploma,11
C,35_44,female,hispanic,HS Diploma,68642
C,85_120,female,white,Bachelor Degree,68796
B,25_34,male,black,Some College,61426
B,55_64,male,asian,HS Diploma,7425
B,85_120,female,white,Graduate Degree,74166
K,45_54,male,islander,Graduate Degree,62
D,85_120,male,islander,Graduate Degree,40
F,35_44,male,hispanic,Graduate Degree,27647
B,18_24,male,asian,Some College,7399
L,85_120,male,black,Graduate Degree,1269
H,25_34,male,white,Graduate Degree,221745
E,65_74,male,asian,Graduate Degree,22988
I,35_44,female,black,Graduate Degree,6257
I,65_74,female,hispanic,Bachelor Degree,2842
I,65_74,male,hispanic,Graduate Degree,3557
G,18_24,female,islander,< Than HS Diploma,22
B,18_24,male,islander,Bachelor Degree,9
F,75_84,female,white,Some College,172306
D,35_44,male,black,< Than HS Diploma,25115
C,65_74,male,asian,Bachelor Degree,3727
H,75_84,male,asian,Graduate Degree,3843
G,35_44,male,asian,< Than HS Diploma,3934
D,35_44,male,asian,Graduate Degree,15008
C,18_24,male,islander,HS Diploma,73
E,85_120,female,islander,< Than HS Diploma,37
C,65_74,male,islander,< Than HS Diploma,55
E,45_54,female,islander,Graduate Degree,119
B,85_120,female,islander,Some College,44
G,25_34,male,white,Some College,812737
D,75_84,male,white,< Than HS Diploma,223799
D,25_34,male,black,Bachelor Degree,49496
L,45_54,male,asian,Bachelor Degree,41615
K,45_54,male,black,Some College,11301
I,18_24,male,black,Graduate Degree,1775
H,18_24,female,white,Bachelor Degree,48187
B,25_34,female,hispanic,< Than HS Diploma,588276
E,45_54,female,asian,Some College,28409
G,55_64,female,asian,Some College,11337
A,55_64,male,hispanic,Some College,10461
C,18_24,female,islander,< Than HS Diploma,46
K,85_120,male,islander,Some College,7
K,18_24,male,white,Some College,156031
C,25_34,female,white,Some College,513066
K,85_120,male,black,Graduate Degree,491
